,file_name,gpt extracted precedents,ner extracted precedents,true_positives,false_positives,false_negatives
10,Bharat_Sukhdev_Dhobale_vs_The_State_Of_Maharashtra_on_21_February_2022.PDF,['joseph kurian & anr. vs. state of kerala'],[],0.0,1.0,0.0
11,Bijaya_Kumar_Kamani_vs_State_Of_Odisha_Opposite_Party_on_1_February_2022.PDF,[],['bijaya kumar kamani vs state of odisha'],0.0,0.0,1.0
12,Binod_Kumar_Agrawal_vs_State_Of_Odisha_Opp_Party_on_9_February_2022.PDF,[],['casebinod kumar agrawal vs state of odisha'],0.0,0.0,1.0
13,Bose_Mathew_vs_The_State_Of_Kerala_on_4_March_2022.PDF,['annexure a2 judgment dated 31.10.2008'],[],0.0,1.0,0.0
14,Burra_Lingaiah_Yadav_vs_The_State_Of_Telangana_And_3_Others_on_10_February_2022.PDF,[],[],0.0,0.0,0.0
15,B_Ramesh_vs_State_Of_Odisha_Opposite_Party_on_4_February_2022.PDF,[],[],0.0,0.0,0.0
16,Chintalagunta_Gopi_vs_The_State_Of_Andhra_Pradesh_on_7_January_2022.PDF,[],"['chintalagunta gopi, vs the state of andhra pradesh']",0.0,0.0,1.0
17,Code_Of_Criminal_Procedure_vs_Unknown_on_4_January_2022.PDF,['criminal petition no.5421 of 2019'],['code of criminal procedure vs unknown'],0.0,1.0,1.0
18,CRLP_1377_2022_on_9_March_2022.PDF,"['criminal petition nos.5421 of 2019 and batch', 'w.p.no.3731 of 2018 and batch']",[],0.0,2.0,0.0
19,CRLP_1440_2020_on_6_January_2022.PDF,"['criminal petition no.2966 of 2021', 'criminal petition no.5421 of 2019']",[],0.0,2.0,0.0
20,CRLP_1598_2022_on_9_March_2022.PDF,['criminal petition nos.5421 of 2019 and batch'],[],0.0,1.0,0.0
21,CRLP_1669_2022_on_10_March_2022.PDF,['criminal petition nos.3731 of 2018 and batch'],[],0.0,1.0,0.0
22,CRLP_1671_2022_on_10_March_2022.PDF,['criminal petition nos.3731 of 2018 and batch'],[],0.0,1.0,0.0
23,CRLP_1717_2022_on_10_March_2022.PDF,['criminal petition nos.3731 of 2018 and batch'],[],0.0,1.0,0.0
24,CRLP_1720_2022_on_10_March_2022.PDF,['criminal petition nos.3731 of 2018 and batch'],[],0.0,1.0,0.0
25,CRLP_1759_2022_on_11_March_2022.PDF,"['criminal petition nos.5421 of 2019 and batch', 'crl.p.no.3731 of 2018 and batch']",[],0.0,2.0,0.0
26,CRLP_1760_2022_on_11_March_2022.PDF,"['criminal petition nos.5421 of 2019 and batch', 'crl.p.no.3731 of 2018 and batch']",[],0.0,2.0,0.0
27,CRLP_282_2022_on_27_January_2022.PDF,"['crl.p. nos.2966 of 2021 and batch', 'crl.p. nos.5421 of 2019 and batch']",[],0.0,2.0,0.0
28,CRLP_3708_2021_on_6_January_2022.PDF,"['criminal petition no.2966 of 2021', 'criminal petition no.5421 of 2019']",[],0.0,2.0,0.0
29,CRLP_3866_2021_on_6_January_2022.PDF,"['criminal petition no.2966 of 2021', 'criminal petition no.5421 of 2019']",[],0.0,2.0,0.0
30,CRLP_4494_2021_on_6_January_2022.PDF,"['criminal petition no.2966 of 2021', 'criminal petition no.5421 of 2019']",[],0.0,2.0,0.0
31,CRLP_4698_2021_on_6_January_2022.PDF,"['criminal petition no.2966 of 2021', 'criminal petition no.5421 of 2019']",[],0.0,2.0,0.0
32,CRLP_4749_2021_on_6_January_2022.PDF,"['criminal petition no.2966 of 2021', 'criminal petition no.5421 of 2019']",[],0.0,2.0,0.0
33,CRLP_490_2022_on_8_February_2022.PDF,"['criminal petition no.5421 of 2019', 'criminal petition nos.2966 of 2021']",[],0.0,2.0,0.0
34,CRLP_5156_2019_on_6_January_2022.PDF,"['criminal petition no.2966 of 2021', 'criminal petition no.5421 of 2019']",[],0.0,2.0,0.0
35,CRLP_5163_2019_on_6_January_2022.PDF,"['criminal petition no.2966 of 2021', 'criminal petition no.5421 of 2019']",[],0.0,2.0,0.0
36,CRLP_5641_2021_on_6_January_2022.PDF,"['criminal petition no.2966 of 2021', 'criminal petition no.5421 of 2019']",[],0.0,2.0,0.0
37,CRLP_6833_2021_on_6_January_2022.PDF,"['criminal petition no.2966 of 2021', 'criminal petition no.5421 of 2019']",[],0.0,2.0,0.0
38,CRLP_6838_2021_on_6_January_2022.PDF,"['criminal petition no.2966 of 2021', 'criminal petition no.5421 of 2019']",[],0.0,2.0,0.0
39,CRLP_6843_2021_on_6_January_2022.PDF,"['criminal petition no.2966 of 2021', 'criminal petition no.5421 of 2019']",[],0.0,2.0,0.0
40,CRLP_6849_2021_on_6_January_2022.PDF,"['criminal petition no.2966 of 2021', 'criminal petition no.5421 of 2019']",[],0.0,2.0,0.0
41,CRLP_808_2022_on_16_February_2022.PDF,['criminal petition nos.5421 of 2019 and batch'],[],0.0,1.0,0.0
42,CRLP_848_2022_on_16_February_2022.PDF,['criminal petition nos.5421 of 2019 and batch'],[],0.0,1.0,0.0
43,CRLP_852_2022_on_16_February_2022.PDF,['criminal petition nos.5421 of 2019 and batch'],[],0.0,1.0,0.0
44,Cr_Cases_7164_2019_on_3_February_2022.PDF,"['delhi administration v. vidya gupta, criminal appeal no. 625 of 2018']","['cc no:- 7164/2019 food safety officer v. tulsi ram aggarwal page no. 10 of 11 akash', 'delhi administration v. vidya gupta, criminal appeal no. 625 of 2018', 'food safety officer v. tulsi ram aggarwal', 'food safety officer v. tulsi ram aggarwal page']",1.0,0.0,3.0
45,Dabur_India_Ltd_vs_Shiv_G_Shetti_Ors_on_23_March_2022.PDF,[],['dabur india ltd vs shiv g shetti & ors'],0.0,0.0,1.0
46,Deepa_Naresh_Bhavnani_vs_State_Of_Maharashtra_on_24_January_2022.PDF,[],[],0.0,0.0,0.0
47,Delhi_Golf_Club_Employees_Union_vs_Union_Of_India_on_24_February_2022.PDF,[],"['b.s. rohelladelhi golf club employees union vs union of india', 'principal employer registrationdelhi golf club employees union vs union of india', 'thedelhi golf club employees union vs union of india', 'throughdelhi golf club employees union vs union of india']",0.0,0.0,4.0
48,Dharampal_Satyapal_Ltd_vs_The_State_Of_Maharashtra_And_3_Ors_on_30_March_2022.PDF,[],['thedharampal satyapal ltd vs the state of maharashtra and 3 ors'],0.0,0.0,1.0
49,Dharmendra_Ghanshayamdas_Hasani_vs_The_State_Of_Maharashtra_on_9_March_2022.PDF,[],['dharmendra ghanshayamdas hasani vs the state of maharashtra'],0.0,0.0,1.0
50,Dilip_Kumar_Yadav_vs_The_State_Of_Bihar_on_3_February_2022.PDF,[],[],0.0,0.0,0.0
51,Dilip_Saha_vs_The_State_Of_Assam_on_10_March_2022.PDF,[],[],0.0,0.0,0.0
52,Dillip_Kumar_Das_Anr_vs_State_Of_Odisha_Opposite_Party_on_21_February_2022.PDF,[],[],0.0,0.0,0.0
53,Dr_Krishna_Ram_H_vs_The_Chief_Secretary_To_Government_on_30_March_2022.PDF,[],['j.dr krishna ram h vs the chief secretary to government'],0.0,0.0,1.0
54,Dwarampudi_Sivarama_Reddy_vs_The_State_Of_Andhra_Pradesh_on_5_January_2022.PDF,[],['dwarampudi sivarama reddy vs the state of andhra pradesh'],0.0,0.0,1.0
55,Fardin_Moinddin_Shaikh_vs_State_Of_Maharashtra_on_3_January_2022.PDF,[],[],0.0,0.0,0.0
56,Galactus_Funware_Technology_Private_vs_State_Of_Karnatka_on_14_February_2022.PDF,"['indian express newspapers vs. union of india', 'k. satyanarayana vs. state of andhra pradesh', 'k.r. lakshmanan vs. state of tamil nadu', 'r.m.d. chamarbaugwala vs. state of maharashtra', 'shayara bano vs. union of india']","['(1901) a.c 495 air 1968 sc 647 - 64', '(1908) 6 clr 469, 611-12 - 47', '(1953)\n345 us 22 (1955) 348 us 419 - 95', '(1960) 2 scr 821galactus funware technology', '(1968) 1 qb 509 - 17', '(1985) 1 scc 641 - 78 - (b)', '(1995) 1 scc 574 - 41', '(1995) 2 scc 161 - 76', '(2004) 2 scc 523 2017 scc online p&h 5372 (2003) 7', '(2019) 1 scc 1 (1950) scr 759 (1969) 1 scc 853 (2017) 9 scc 1 - 20', '(2019) scc online bom 13059 (2021) scc online mad 2762 (db)\n- 56 -', '2021) scc online sc 530', '3software association vs. st', '529 u.s. 803 (2000) \n(2015) 5 scc 1supra', '9chamarbaugwala jurisprudence; games of skill vs. games of chance', 'a-g for nsw vs. brewary - 46 - employees union22', 'a.k.gopalan vs. state of madras40', 'abrams v. united states, 250 us 616 (1919)', 'air 1950 sc 27)\n- 73', 'air 1952 sc 75 - 114', 'air 1954 sc 220 - 99', 'air 1957 sc 628 air 1957 sc 874 air 1968 sc 825 (1996) 2', 'air 1965 sc 845 - 43 - beyond entry 34', 'air 1974 sc 555 - 112', 'air 1983 sc 937 - 122', 'air 1985 sc 724 (2011) 9 scc 1 - 104', 'air 1989 sc 516 - 44', 'american amusement machine association vs. kendrick45', 'amit ameshvilli rafi vs. assessing officer32, tel aviv (4)', 'avinash mehrotra vs. state of rajastan29', 'b.p.sharma vs.\nunion of inida16', 'banka sneha sheela vs. state of telangana37', 'bharat hydro corporation ltd vs. state of (1995) supp 1', 'bhavit sheth vs. state of karnataka', 'brown vs. entertainment merchants association47', 'can j psych. 2004; 49 (8) (504-516)', 'carmen media group ltd vs.', 'central prison vs. ram manohar lohia38', 'chandresh sankhla vs. state of rajastan28', 'chintaman rao vs. state ofgalactus funware technology private', 'cooverjee b. bharucha vs. excise commissioner55', 'delhi cloth and general mills vs. union of india64', 'e.p.royappa vs. state of tamil nadu60', 'farooq vs. state of madhya pradesh8', 'godfrey phillips india ltd.\nvs. state of uttar pradesh11', 'gurdeep singh sachar vs. union of india24', 'harvard law review vol-iv, december, 15, 1890', 'head digital works private limited vs. state of kerala26', 'indian express newspapers v. union of india, (1985) 1 scc 641', 'indian express newspapers vs.\nunion of india42', 'jilubhai nanbha kachar vs. state of gujarat10', 'joseph burstyn, inc vs. wilson44', 'juilliard vs. greenman21', 'junglee games india private limited vs. state of t.n25', 'k.r.lakshmanan vs. state of tamil nadu5', 'k.s.puttaswamy vs. union of inida6', 'k.satyanarayana vs. state of andrha pradesh4', 'k.t.plantations vs. state of karnataka58', 'kesavananda bharti vs. state of kerala, air 1973 sc 1461 - 119', 'khoday distilleries vs.\nstate of karnataka18,observed', 'lewis vs. united states53', 'lottoland australia pty ltd vs. australian commission and media authority33', 'm.j sivani vs. state of karnataka12', 'm.j sivani vs. state of karnataka34', 'manifest arbitrariness shayara bano vs. union of india9', 'modern dental college and research centre v. state of madhya pradesh.109', 'mutual film corporation vs. industrial commission of ohio43', 'narendra kumar - 96 - vs. union of india54', 'of india vs. reserve bank of india56', 'quinn vs. 1995 (6) scc 289 - 63 - leatham35', 'ravindra singh chaudhary vs.\nunion of india and others27', 'sajjan singh vs. state of - 42 - rajasthan19', 'scc 596 (2005) 2 scc 515 (1995) 6 scc 289 (2003) 4 scc 712 - 24 - assam14', 'secretary, ministry of information and broadcasting, government of india and others vs. cricket association of bengal and others41', 'sharada d.r. vs. state of karnataka59', 'shayara bano vs. union of india62', 'shreya singhal vs. union of india49', 'state of orissa vs. sudhansu sekhar misra36', 'state of west bengal vs.\nanwar ali sarkar61', 'systopic laboratories vs. dr.prem gupta17', 't venkata reddy vs. state of andhra pradesh57', 'towne vs. eisner23', 'ujagar prints vs. union of india20', 'union of india vs. the association for democratic reforms39', 'united - 81 - states vs. playboy entertainment group, inc.,48', 'united states of america vs. lawrence dicristina31', 'united states vs. kahriger52 and', 'us - 94 - supreme court', 'varun gumber vs. union territroy of chandigarh15', 'white vs. cuomo30', 'whitney vs. california50']",0.0,5.0,91.0
57,Ghanshyambhai_Dahyabhai_Patel_vs_State_Of_Gujarat_on_3_March_2022.PDF,"['jeewan kumar raut v. cbi', 'sharat babu digumarti vs. government (nct of delhi)']",[],0.0,2.0,0.0
58,Goldripe_International_Pvt_Ltd_vs_The_State_Of_Telangana_on_19_January_2022.PDF,['w.p.no.13025 of 2018'],"['goldripe international pvt. ltd vs the state of telangana', 'ltd vs the state of telangana']",0.0,1.0,2.0
59,Gonugunta_Venkata_Suresh_vs_The_State_Of_Andhra_Pradesh_on_18_January_2022.PDF,"['criminal petition no.2966 of 2021', 'criminal petition no.5421 of 2019']",['gonugunta venkata suresh vs the state of andhra pradesh'],0.0,2.0,1.0
60,Gyanaduttachouhan_vs_The_Additional_Chief_Secretary_To_on_23_March_2022.PDF,"['paschim banga khet mazdoor samity v. state of west bengal', 'pt. parmanand katara v. union of india']","['eldergyanaduttachouhan vs the additional chief secretary to', 'paschim banga khet mazdoor samity v. state of west bengal (1996)4 scc 37']",0.0,2.0,2.0
61,G_Sudheeshkumar_vs_State_Of_Kerala_on_15_February_2022.PDF,[],['g.sudheeshkumar vs state of kerala'],0.0,0.0,1.0
62,Haldiram_Bhujiawala_Limited_vs_The_State_Of_Jharkhand_Others_on_9_February_2022.PDF,[],"['2011.haldiram bhujiawala limited vs the state of jharkhand & others', 'haldiram bhujiawala limited vs the state of jharkhand & others', 'sunil/-haldiram bhujiawala limited vs the state of jharkhand & others']",0.0,0.0,3.0
63,High_Court_On_Its_Own_Motion_In_The_vs_Bhiwandi_Nizampur_Municipal_on_26_February_2022.PDF,"['dipak kumar mukherjee v. kolkata municipal corporation', 'friends colony development committee v. state of orissa', 'm.c. mehta vs. union of india', 'nathubai dhulaji versus the municipal corporation, bombay', 'shiv kumar chadha v. municipal corporation of delhi', 'vivek shantaram kokate & ors. vs. municipal corporation of gr.mumbai & ors.']","['(1974) 2 scc506 (1991)', '... vs bhiwandi nizampur municipal', '52019 scc online bom 1265', '705 (2010) 2 scc 27', 'agora journal of urban planning and design, 134-147', 'air 1959 bombay 332 2019 scc online bom 1613', 'bilal salahuddin shaikh vs. commissioner, bhiwandi nizampur municipal corporation & ors.', 'dipak kumar mukherjee v kolkata municipal corporation and ors.3', 'friends colony development committee v. state of orissa', 'friends colony development committee v/s state of orissa 2', 'governmenthigh court on its own motion ( in the ... vs bhiwandi nizampur municipal', 'housing society ltd. v. state of maharashtra5', 'k. ramadas shenoy v.\ntown municipal council, udipi4, pratibha coop', 'm.c. mehta vs. union of india, reported in (2006) 3', 'nathubai dhulaji versus the municipal corporation, bombay8', 'priyanka estates international (p) ltd. v. state of assam', 'shanti sports club v. union of india 6', 'shiv kumar chadha v municipal corporation of delhi [(1993) 3 scc 161]', 'sunil ram shinde v/s. mcgm & ors.', 'suo motu pil 2 of 2018', 'talib habib shaikh', 'talib habib shaikh v. mohammad siddaqi haji and others1', 'writ petition no.2952 of 2012 (raghuvir madhyamik vidyalaya & anr vs.']",1.0,5.0,22.0
64,Imran_Shamshad_Ansari_vs_The_State_Of_Maharashtra_on_25_January_2022.PDF,['aba no. 944/2020'],[],0.0,1.0,0.0
65,Indian_Oil_Corporation_Limited_And_vs_All_Haryana_Petroleum_Dealers_on_10_January_2022.PDF,"[""balco employees' union (regd.) vs. union of india & ors."", 'delhi petrol dealer association and anr. v. union of india & ors.', 'federation of railway officers association & ors. vs. union of india & ors.', 'm/s ibp company ltd. and anr. v. sri t.a. jayaprabhu and ors.', 'sam built well pvt. ltd. v. deepak builders & ors.']","['central inland water transport corporation ltd & anr v. brojo nath ganguly & anr', 'chairman ofindian oil corporation limited and ... vs all haryana petroleum dealers', 'directiveindian oil corporation limited and ... vs all haryana petroleum dealers', 'hpcl v. super highway services anr', 'oil corporation limited and ... vs all haryana petroleum dealers', 'reserve bank of india v. peerless general finance and investment company ltd., (1996) 1', 'swapan kumar pal & ors v. samitabhar chakraborty & ors', 'union of india v. b.d. rathi', 'unnicheyi and others v. state of kerala', 'y.a.mamarde and nine others and ghanshyam and eight others v. authority']",0.0,5.0,10.0
66,Indian_Oil_Corporation_Limited_And_vs_All_India_Petroleum_Dealers_on_10_January_2022.PDF,"[""balco employees' union (regd.) vs. union of india & ors."", 'delhi petrol dealer association and anr. v. union of india & ors.', 'federation of railway officers association & ors. vs. union of india & ors.', 'm/s ibp company ltd. and anr. v. sri t.a. jayaprabhu and ors.', 'sam built well pvt. ltd. v. deepak builders & ors.']","['central inland water transport corporation ltd & anr v. brojo nath ganguly & anr', 'chairman ofindian oil corporation limited and ... vs all india petroleum dealers', 'directiveindian oil corporation limited and ... vs all india petroleum dealers', 'hpcl v. super highway services anr', 'oil corporation limited and ... vs all india petroleum dealers', 'petrolindian oil corporation limited and ... vs all india petroleum dealers', 'reserve bank of india v. peerless general finance and investment company ltd., (1996) 1', 'swapan kumar pal & ors v. samitabhar chakraborty & ors', 'union of india v. b.d. rathi', 'unnicheyi and others v. state of kerala', 'y.a.mamarde and nine others and ghanshyam and eight others v. authority']",0.0,5.0,11.0
67,Indian_Oil_Corporation_Limited_And_vs_Bihar_Petroleum_Dealers_Association_on_10_January_2022.PDF,"[""balco employees' union (regd.) vs. union of india & ors."", 'delhi petrol dealer association and anr. v. union of india & ors.', 'federation of railway officers association & ors. vs. union of india & ors.', 'm/s ibp company ltd. and anr. v. sri t.a. jayaprabhu and ors.', 'sam built well pvt. ltd. v. deepak builders & ors.']","['central inland water transport corporation ltd & anr v. brojo nath ganguly & anr', 'chairman ofindian oil corporation limited and ... vs bihar petroleum dealers association', 'hpcl v. super highway services anr', 'oil corporation limited and ... vs bihar petroleum dealers association', 'reserve bank of india v. peerless general finance and investment company ltd., (1996) 1', 'swapan kumar pal & ors v. samitabhar chakraborty & ors', 'union of india v. b.d. rathi', 'unnicheyi and others v. state of kerala', 'y.a.mamarde and nine others and ghanshyam and eight others v. authority']",0.0,5.0,9.0
