file_name,summary,court,petitioners,respondents,judges,date,org,gpe,provisions,statutes,precedents,key_facts,type_of_case,decision
Bunge_India_Private_Ltd_vs_State_Of_Rajasthan_on_5_July_2019 (1).PDF,"Case overview
- The case is titled Bunge India Private Ltd vs State Of Rajasthan, decided on 5 July 2019 by the High Court of Judicature for Rajasthan at Jodhpur. 
- The appeal is registered as S.B. Civil Misc. Appeal No. 1731/2019. 
- The appellant is Bunge India Private Ltd, a manufacturer based in Mumbai. The respondents include the State of Rajasthan, various individuals associated with food sales, and a nominee from Bunge India Pvt. Ltd.

Key facts
- The appellant filed an application to dispense with the requirement of a certified copy of an order dated 28 February 2017 from the Additional District Magistrate, Bhilwara, and to overrule an office objection.
- The appeal primarily challenges an order from the Food Safety Appellate Tribunal, Jaipur.

Legal issues and arguments
- The appellant's counsel argued that a similar appeal (No. 2317/2017) had already been admitted by the court, which included an interim order.

Court's reasoning
- The court overruled the office objection based on the reasons provided in the application. 
- The court admitted the appeal and issued notices, including a stay application, with a returnable notice period of four weeks.
- The court ordered that the effect and operation of the impugned order dated 26 April 2019 from the Food Safety Appellate Tribunal and the order dated 28 February 2017 from the Additional District Magistrate shall remain in abeyance until further orders.

Decision or judgment
- The appeal was admitted, and the court connected it with S.B. Civil Misc. Appeal No. 2317/2017 for further proceedings.",High Court of Judicature for Rajasthan at Jodhpur,['Bunge India Private Ltd.'],"['State Of Rajasthan', 'Shri Pratap Ram Ladhani', 'Balakrishan Agarwal', 'Mr. Surendra Joshi']",['P.K. Lohra'],05-07-2019,['Bunge India Private Ltd.'],"['Bhilwara', 'Udaipur', 'Rajasthan', 'Mumbai']",[],"['Food Safety and Standards Act, 2006']",[],"The appellant, Bunge India Private Ltd., challenges the order passed by the Food Safety Appellate Tribunal, Jaipur. The court admitted the appeal and issued notices, staying the operation of the impugned orders until further notice.",Civil Misc. Appeal,
Bunge_India_Private_Ltd_vs_State_Of_Rajasthan_on_5_July_2019.PDF,"Case overview
- Case Title: Bunge India Private Ltd vs State Of Rajasthan
- Date of Judgment: 5 July 2019
- Court: High Court of Judicature for Rajasthan at Jodhpur
- Case Number: S.B. Civil Misc. Appeal No. 1732/2019

Key facts
- Appellant: Bunge India Private Ltd, a manufacturer based in Mumbai.
- Respondents: State of Rajasthan (through Commissioner Food Safety), Adjudicating Officer and Additional District Magistrate, Udaipur, and two sellers (Shri Bheem Das Vadhwani and Ram Krishan Gupta).
- The appeal challenges an order from the Food Safety Appellate Tribunal, Jaipur, and an earlier order from the Additional District Magistrate, Udaipur.

Legal issues and arguments
- The appellant filed an application to dispense with the requirement of a certified copy of the order dated 11 January 2017 from the Additional District Magistrate, Udaipur, and to overrule an office objection.
- The appellant's counsel argued that a similar appeal (No. 2317/2017) had already been admitted by the court, and an interim order had been issued in that case.

Court's reasoning
- The court overruled the office objection based on the reasons provided in the application.
- The court acknowledged the existence of the similar appeal and decided to admit the current appeal.

Decision or judgment
- The court issued notices for the appeal and the stay application, returnable within four weeks.
- The operation of the impugned order dated 26 April 2019 from the Food Safety Appellate Tribunal and the order dated 11 January 2017 from the Additional District Magistrate shall remain in abeyance until further orders.
- The case is to be connected with S.B. Civil Misc. Appeal No. 2317/2017.",High Court of Judicature for Rajasthan at Jodhpur,['Bunge India Private Ltd.'],"['State Of Rajasthan, Through Commissioner Food Safety, Rajasthan', 'Adjudicating Officer And Additional District Magistrate, Udaipur', 'Nitin R. Choudhary S/o Shri Ramesh A Choudhary', 'Shri Bheem Das Vadhwani S/o Shri Radhamal Ji', 'Ram Krishan Gupta S/o Shri Dharami Lal']",['P.K. Lohra'],05-07-2019,['Bunge India Private Ltd.'],"['Rajasthan', 'Udaipur', 'Mumbai', 'Gujarat']",[],[],[],"The appellant, Bunge India Private Ltd., challenges an order passed by the Food Safety Appellate Tribunal, Jaipur. The court admitted the appeal and issued notices, while staying the operation of the impugned orders.",Civil Misc. Appeal,
Bunge_India_Pvt_Ltd_vs_State_Of_J_K_And_Ors_on_19_July_2023.PDF,"Case overview
- The case is titled Bunge India Pvt. Ltd vs State Of J&K And Ors, and was heard in the High Court of Jammu & Kashmir and Ladakh on 19 July 2023.

Key facts
- The applicant in the case is Bunge India Pvt. Ltd, represented by Advocate Mr. C.S. Gupta.
- The respondents are the State of J&K and others.
- The case is registered as FAO(D) No. 15/2019.

Legal issues and arguments
- The primary issue in the case pertains to the non-receipt of records from the Food Safety Appellate Tribunal, Jammu, which is essential for the proceedings.

Court's reasoning
- The court noted that despite reminders, the record from the Food Safety Appellate Tribunal had not been received.
- The court ordered the registry to take necessary steps to ensure the record is obtained.
- Additionally, the court directed that the person responsible for providing the record be asked to explain the delay in submission.

Decision or judgment
- The case is scheduled to be listed again on 12 September 2023 for further proceedings.",High Court of Jammu & Kashmir and Ladakh,['Bunge India Pvt. Ltd.'],['State of J&K and ors.'],"['Sanjeev Kumar', 'Mohan Lal']",19-07-2023,[],"['Jammu & Kashmir', 'Jammu']",[],[],[],"The record from the Food Safety Appellate Tribunal, Jammu has not been received despite reminders. The court ordered the registry to ensure the record is received and to hold the responsible person accountable for the delay.",Food safety appeal,
Bunge_India_Pvt_Ltd_vs_State_Of_J_K_on_8_November_2023.PDF,"Case overview
- The case is titled Bunge India Pvt. Ltd vs State Of J&K, under FAO(D) No. 15/2019.
- The hearing took place on 8 November 2023 in the High Court of Jammu & Kashmir and Ladakh.

Key facts
- Bunge India Pvt. Ltd is the appellant in this case.
- The State of Jammu and Kashmir is the respondent.
- Mr. C S Gupta represented the appellant, while Mr. Amit Gupta, AAG, represented the respondent.

Legal issues and arguments
- The court ordered the production of records from the Food Safety Appellate Tribunal, Jammu, as part of the proceedings.

Court's reasoning
- The court emphasized the need for the production of relevant records to proceed with the case.

Decision or judgment
- The case is scheduled to be listed again on 11 December 2023 for further proceedings.",High Court of Jammu & Kashmir and Ladakh,['Bunge India Pvt. Ltd'],['State of J&K'],"['Tashi Rabstan', 'Mohan Lal']",08-11-2023,[],"['Jammu & Kashmir', 'Jammu']",[],[],[],"The case involves Bunge India Pvt. Ltd as the appellant against the State of Jammu and Kashmir. The court ordered the production of records from the Food Safety Appellate Tribunal, Jammu for the next hearing.",First Appeal from Order (D),
Burra_Lingaiah_Yadav_vs_The_State_Of_Telangana_And_3_Others_on_10_February_2022.PDF,"Case overview: The case is a writ appeal (No.354 of 2021) filed by Burra Lingaiah Yadav against the State of Telangana and three others, concerning an order from the Adjudicating Officer in Nalgonda district under the Food Safety and Standards Act, 2006. 

Key facts: The writ petitioner challenged an order issued by the Additional District Collector/Additional District Magistrate, which was made under Section 26(2)(iv)(v) of the Food Safety and Standards Act. The petitioner sought compensation and requested the court to set aside the impugned order. 

Legal issues and arguments: The learned Single Judge dismissed the writ petition, indicating that the petitioner had an alternative remedy available before the designated Principal District and Sessions Judge, who serves as the Food Safety Appellate Tribunal as per G.O.Rt.No.493 dated 26.06.2015. The appellant later confined the appeal to the order of the Adjudicating Officer and abandoned the claim for compensation. 

Court's reasoning: The Chief Justice, Satish Chandra Sharma, agreed with the Single Judge's decision to dismiss the writ petition, emphasizing the appropriateness of directing the petitioner to pursue the alternative remedy available. 

Decision or judgment: The writ appeal was dismissed, and any miscellaneous petitions were closed. The court ordered no costs associated with the case.",High Court of Telangana,['Burra Lingaiah Yadav'],"['The State Of Telangana', 'Adjudicating Officer', 'Additional District Collector', 'Additional District Magistrate, Nalgonda district']","['Satish Chandra Sharma', 'Abhinand Kumar Shavili']",10-02-2022,[],"['Telangana', 'Nalgonda district']","['Section 26(2)(iv) of Food Safety and Standards Act, 2006', 'Section 26(2)(v) of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006']",[],"The writ appeal arises from an order by the Adjudicating Officer under the Food Safety and Standards Act, 2006. The appellant sought compensation and to set aside the order, but the learned Single Judge dismissed the writ petition, suggesting an alternative remedy before the Food Safety Appellate Tribunal. The appellant later abandoned the compensation claim and limited the appeal to the order of the Adjudicating Officer.",Writ Appeal,in favour of respondent
Burra_Lingaiah_Yadav_vs_The_State_Of_Telangana_on_22_June_2021.PDF,"Case overview
- The case is Burra Lingaiah Yadav vs The State Of Telangana, decided on 22 June 2021 by Hon'ble Justice T. Amarnath Goud in Writ Petition No. 13278 of 2021.

Key facts
- The petitioner operates a kirana shop named M/s. Laxmi Prasanna Traders in Nalgonda.
- On 03 June 2021, the 3rd respondent, a Food Safety Designated Officer, conducted a raid at the petitioner's premises, seizing pan masala and other tobacco products worth Rs. 45 lakhs.
- The petitioner claims that the 3rd respondent trespassed into his property, collected the products without conducting a proper panchanama, and destroyed the seized items by burning them.
- The 4th respondent imposed a penalty of Rs. 2 lakhs on the petitioner for violating the prohibition on selling tobacco products.

Legal issues and arguments
- The petitioner argues that the actions of the respondents were illegal and arbitrary, seeking damages of Rs. 10 lakhs for the destruction of his property without following due process under the Food Safety Act.
- The petitioner contends that the government notification prohibiting the sale of tobacco products was challenged in court, and the matter is pending adjudication.

Court's reasoning
- The court noted that the 3rd respondent acted under Section 30(2)(e) of the Food Safety and Standards Act, 2006, and the relevant regulations regarding the prohibition of certain products.
- The court found that the petitioner did not provide evidence to prove that the seized products were not prohibited or fit for human consumption.
- The petitioner did not apply for testing the seized products at the Forensic Science Laboratory.
- The court emphasized that the petitioner failed to utilize the alternative remedy available under the Food Safety Act by not appealing to the designated Food Safety Appellate Tribunal.
- The court stated that it cannot adjudicate on the merits of the case under Article 226 of the Constitution of India regarding the nature of the seized products or the claim for compensation.

Decision or judgment
- The writ petition was dismissed, with no order as to costs. Any pending miscellaneous petitions were also closed.",High Court of Telangana,['Burra Lingaiah Yadav'],"['The State Of Telangana', 'Food Safety Designated Officer, Nalgonda District', 'Principal District and Sessions Judge, Nalgonda']",['T. Amarnath Goud'],22-06-2021,['M/s. Laxmi Prasanna Traders'],"['Nalgonda', 'Telangana']","['Section 30(2)(e) of Food Safety and Standards Act, 2006', 'regulations 2.3.4 of FSS (Prohibition and restriction on sales) Regulation 2011']","['Food Safety and Standards Act, 2006']",[],"The petitioner, Burra Lingaiah Yadav, challenged the actions of the Food Safety Designated Officer for trespassing and destroying seized pan masala products without following due procedure. The petitioner claimed damages for the destruction of property worth Rs. 45 lakhs. The court found that the petitioner did not provide evidence that the seized products were not prohibited and dismissed the writ petition for lack of jurisdiction under Article 226 of the Constitution of India.",Writ Petition,in favour of respondent
B_S_N_L_vs_Telecom_Regulatory_Auth_Of_India_Ors_on_6_December_2013.PDF,"Case overview
- The case involves Bharat Sanchar Nigam Limited (BSNL) as the appellant against the Telecom Regulatory Authority of India (TRAI) and others as respondents. The judgment was delivered by a bench comprising Justices G.S. Singhvi, B.S. Chauhan, and Fakkir Mohamed Ibrahim Kalifulla on December 6, 2013.

Key facts
- The case arose from various appeals concerning the powers of TRAI to regulate interconnectivity and related charges among telecom service providers. The appeals were consolidated from multiple civil appeals filed by BSNL and other telecom operators.
- A significant order dated February 6, 2007, referred several substantial questions of law to a larger bench for determination, including the relationship between the Indian Telegraph Act, 1885, and the TRAI Act, 1997.

Legal issues and arguments
- The primary legal issues included whether TRAI has the authority to fix terms and conditions of interconnectivity between service providers, especially regarding licenses issued before and after January 24, 2000.
- The arguments presented by BSNL and other appellants focused on the jurisdiction of the Telecom Disputes Settlement Appellate Tribunal (TDSAT) to challenge regulations framed by TRAI under Section 36 of the TRAI Act.
- The respondents contended that TDSAT does not have jurisdiction over regulations as they are subordinate legislation, while the appellants argued for the inclusion of such regulations under TDSAT's review powers.

Court's reasoning
- The court analyzed the powers conferred upon TRAI under the TRAI Act, particularly Sections 11 and 36, and the implications of the amendments made in 2000.
- It was determined that the power to make regulations under Section 36 is broad and not limited by the specific provisions of the Act. The court emphasized that regulations made under Section 36 are subordinate legislation and can be subject to judicial review.
- The court concluded that TDSAT does not have jurisdiction to entertain challenges to the regulations framed by TRAI under Section 36, as these regulations are not classified as 'directions', 'decisions', or 'orders' under Section 14(b) of the Act.

Decision or judgment
- The court held that TDSAT lacks jurisdiction to review the validity of regulations made under Section 36 of the TRAI Act. However, it clarified that aggrieved parties could challenge the validity of such regulations in the High Court.
- The judgment effectively reversed the contrary views taken by TDSAT and the Delhi High Court, establishing a clear delineation of powers between TRAI and TDSAT regarding regulatory matters.",Supreme Court of India,['Bharat Sanchar Nigam Limited'],"['Telecom Regulatory Authority of India', 'Sistema Shyam TeleServices Limited', 'Mahanagar Telephone Nigam Limited', 'Cellular Operators Association of India', 'Association of Unified Telecom Service Providers of India']","['G.S. Singhvi', 'B.S. Chauhan', 'Fakkir Mohamed Ibrahim Kalifulla']",06-12-2013,[],[],"['Section 4 of Indian Telegraph Act, 1885', 'Section 11 of Telecom Regulatory Authority of India Act, 1997', 'Section 36 of Telecom Regulatory Authority of India Act, 1997']","['Indian Telegraph Act, 1885', 'Telecom Regulatory Authority of India Act, 1997']","['Cellular Operators Association of India v. Union of India', 'MTNL v. TRAI', 'Delhi Science Forum v. Union of India', 'PTC India Limited v. Central Electricity Regulatory Commission']","The case revolves around the jurisdiction of the Telecom Disputes Settlement Appellate Tribunal (TDSAT) to entertain challenges to regulations framed by the Telecom Regulatory Authority of India (TRAI). The Supreme Court held that TDSAT does not have such jurisdiction, and aggrieved parties can challenge the validity of TRAI regulations in the High Court instead.",Civil Appeal,in favour of respondent
C482_1139_2014_on_17_September_2014.PDF,"Case overview
- Case Number: C-482 Petition No. 1139 of 2014
- Date of Judgment: 17 September 2014
- Judge: Hon'ble U.C. Dhyani

Key facts
- The petitioners are represented by Mr. B. P. Nautiyal, Senior Advocate, along with other advocates.
- The State is represented by Mr. Avtar Singh Rawat, Additional Advocate General, and other legal representatives.
- The petitioners argue that the Food Safety Appellate Tribunal has not been constituted in the State, preventing them from challenging an order from the adjudicating officer.

Legal issues and arguments
- The petitioners reference Sections 46(4), 68, 70, 71(6), 22, and 24 of the Food Safety and Standards Act, 2006, and Rules 3.1.1.8, 3.1.1.9, and 3.1.1.12 of the Food Safety and Standards Rules, 2011.
- The Additional Advocate General informs the Court that the Food Safety Appellate Tribunal will be constituted soon.

Court's reasoning
- The Court acknowledges the absence of the Food Safety Appellate Tribunal, which is necessary for the petitioners to challenge the adjudicating officer's order.
- The Court decides to keep the impugned order in abeyance until the Tribunal is established.

Decision or judgment
- The impugned order passed by the adjudicating officer is to be kept in abeyance until 27 October 2014.
- The petition is scheduled to be listed again on 27 October 2014 as item no. 2 in the daily cause list.",High Court of Uttarakhand,[],['State'],['U.C.Dhyani'],17-09-2014,[],[],"['Section 46(4) of Food Safety and Standards Act, 2006', 'Section 68 of Food Safety and Standards Act, 2006', 'Section 70 of Food Safety and Standards Act, 2006', 'Section 71(6) of Food Safety and Standards Act, 2006', 'Section 22 of Food Safety and Standards Act, 2006', 'Section 24 of Food Safety and Standards Act, 2006', 'Rule 3.1.1.8 of Food Safety and Standards Rules, 2011', 'Rule 3.1.1.9 of Food Safety and Standards Rules, 2011', 'Rule 3.1.1.12 of Food Safety and Standards Rules, 2011']","['Food Safety and Standards Act, 2006', 'Food Safety and Standards Rules, 2011']",[],"The petitioners argued that the Food Safety Appellate Tribunal has not been constituted in the State, preventing them from challenging the order of the adjudicating officer. The Additional Advocate General informed the court that the Tribunal will be constituted soon. The court decided to keep the impugned order in abeyance until 27.10.2014.",C-482 Petition,
Chandan_Mal_Anr_vs_State_Anr_on_19_July_2017.PDF,"Case overview:
The case involves multiple petitions filed by various petitioners against the State of Rajasthan and other respondents regarding food safety-related orders. The petitions were heard by the High Court of Judicature for Rajasthan at Jodhpur, presided over by Justice Pushpendra Singh Bhati on July 19, 2017.

Key facts:
- The petitioners include individuals and representatives of businesses involved in the food and beverage industry, such as M/s Hindustan Coca-cola Beverages Pvt. Ltd. and M/s Ramesh Cold Drinks.
- The petitions challenge impugned orders dated June 30, 2016, June 27, 2016, August 5, 2014, and July 10, 2015, issued by the Adjudicating Officer and Additional District Magistrate in Jalore and Pratapgarh.
- The Food Safety and Standards Act, 2006 provides for an appeal process under Section 71, but the Food Safety Appellate Tribunal had not been constituted at the time of filing the petitions.

Legal issues and arguments:
- The petitioners argued that the lack of a functioning appellate tribunal denied them the statutory right to appeal against the impugned orders.
- They sought an interim order to stay the operation of the impugned orders until the appellate tribunal was constituted.

Court's reasoning:
- The court acknowledged that the statutory remedy of appeal is a right provided under the Food Safety and Standards Act, 2006, and cannot be denied to the petitioners.
- Given the absence of the appellate tribunal, the court found it appropriate to grant indulgence to the petitioners and issued a stay on the impugned order dated June 30, 2016.

Decision or judgment:
- The court disposed of the petitions with a direction that the petitioners could file their appeals within 30 days from the date of the order.
- The interim order staying the operation of the impugned order would remain in effect until the tribunal adjudicated the appeals and issued a reasoned order.
- A copy of the disposal order was to be sent to the Food Safety Appellate Tribunal.",High Court of Judicature for Rajasthan at Jodhpur,"['Ajay Kumar Choudhary', 'Shri Kailash Sharma', 'Chandan Mal', 'Sudarshan', 'Ramchandra', 'Gopikishan', 'Anil Kumar', 'Radhakishan Paliwal']","['State of Rajasthan through its principal Secretary Department of Law and Legal Affairs, Government of Rajasthan, Jaipur', 'Adjudicating Officer cum Additional District Magistrate, Jalore', 'Food Safety Officer, Jalore in the office of Chief Medical and Health Officer, Jalore', 'Food Safety Officer, Jalore in the office of Chief Medical and Health Officer, Pratapgarh', 'The Adjudicating Officer and Additional District Magistrate, Pratapgarh', 'Food Secretary, C/o Secretariat, Jaipur', 'Shri Gopal Krishna Sharma, Food Safety Officer, C/o Chief Medical and Health Officer, Bikaner']",['Pushpendra Singh Bhati'],19-07-2017,"['M/s. Hindustan Coca-cola Beverages Private Ltd.', 'M/s Ramesh Cold Drinks', 'M/s. Vishnu Trading Company', 'M/s Heeralal Radhakishan', 'M/s. Sureshwari Agency', 'M/s Agrawal General Industries']","['Jaipur', 'Bhinmal', 'Jalore', 'Pratapgarh', 'Bikaner']","['Section 71 of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006']",[],"The petitioners challenged the impugned orders due to the non-constitution of the Food Safety Appellate Tribunal, which prevented them from availing their statutory remedy of appeal. The court granted indulgence and directed that the statutory remedy of appeal shall be available to the petitioners, allowing them to file appeals within 30 days.",Criminal Writs,in favour of appellant
Chandan_Mal_Anr_vs_State_Of_Rajasthan_Anr_on_6_August_2015.PDF,"Case overview
- The case is titled Chandan Mal & Anr. vs State Of Rajasthan & Anr., with the judgement delivered on 6 August 2015 by Hon'ble Mr. Justice Vijay Bishnoi.

Key facts
- The petitioners, Chandan Mal and another, filed a criminal miscellaneous petition against an order dated 10 July 2015.
- The order in question was related to a report from the Food Safety Officer regarding a sample of boiled milk with dry fruits and sugar collected from the petitioner's shop.
- The report indicated a violation of Section 26(2)(II) of the Food Safety and Standards Act, 2006, but did not specify the nature of the violation.
- The petitioners argued that the Adjudicating Officer did not consider the lack of specific violation in the report.
- The petitioners also noted that the Food Safety Appellate Tribunal, which would normally hear appeals against such orders, had not been constituted yet.

Legal issues and arguments
- The petitioners challenged the impugned order on the grounds that the appellate tribunal was not in place, thus preventing them from appealing through the proper channels.
- They requested the court to direct the respondent-State to constitute the Food Safety Appellate Tribunal as mandated by the Food Safety and Standards Act, 2006.

Court's reasoning
- The court admitted the petition and issued a notice to the respondents, making it returnable within four weeks.
- The court stayed the effect and operation of the order dated 10 July 2015 pending the outcome of the petition.

Decision or judgment
- The court's decision included the admission of the petition, issuance of notice, and a stay on the operation of the previous order.",High Court of Rajasthan,"['Chandan Mal', 'Anr.']","['State Of Rajasthan', 'Anr.']",['Vijay Bishnoi'],06-08-2015,[],['Rajasthan'],"['Section 26(2)(II) of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006']",[],"The petitioner challenged an order dated 10.07.2015 regarding a violation report by the Food Safety Officer, arguing that the report lacked specific violations. The petitioner also sought directions to constitute the Food Safety Appellate Tribunal, which had not yet been established.",Criminal Misc. Petition,Stay on the order dated 10.07.2015.
Chander_Thawani_vs_State_Of_Chhattisgarh_9_Wp227_316_2017_on_19_March_2019.PDF,"Case overview
- The case involves two petitions: WPCR No. 122 of 2017 filed by Chander Thawani and WP227 No. 316 of 2017 filed by Pukhraj Golchha against the State of Chhattisgarh.

Key facts
- The petitions challenge an order dated 23.11.2016 issued by the Additional District Magistrate, who acted as the adjudicating authority under Section 68 of the Food Safety and Standards Act, 2006.
- The petitioners are proprietors of food businesses in Jagdalpur, District Bastar, Chhattisgarh.

Legal issues and arguments
- The State Government contended that an appellate tribunal had been constituted under Section 70 of the Food Safety and Standards Act, 2006, as per a notification dated 9th October 2017.
- The District & Sessions Judge of each civil district has been designated as the Presiding Officer of the Food Safety Appellate Tribunal, providing the petitioners with an appellate remedy.

Court's reasoning
- The court noted the existence of the appellate remedy and directed the petitioners to file an appeal before the Appellate Tribunal within 30 days, along with an application for condonation of delay.
- The court emphasized that the Tribunal should adjudicate the case objectively, considering the facts and circumstances.
- An interim order was extended for an additional 30 days.

Decision or judgment
- Both petitions were disposed of with the direction to pursue the appellate remedy.","High Court of Chhattisgarh, Bilaspur","['Chander Thawani', 'Pukhraj Golchha']","['State of Chhattisgarh Through Food Safety Officer, Food And Drugs Administration, Jagdalpur, District Bastar Chhattisgarh', 'Additional District Magistrate And Adjudicating Officer Jagdalpur, District Bastar Chhattisgarh']",['Goutam Bhaduri'],19-03-2019,[],"['Jagdalpur', 'District Bastar Chhattisgarh']","['Section 68 of Food Safety and Standards Act, 2006', 'Section 70 of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006']",[],"The petitions challenge the order dated 23.11.2016 passed by the Additional District Magistrate under Section 68 of the Food Safety and Standards Act, 2006. The State Government contended that an appellate tribunal has been constituted under Section 70 of the Act, 2006, and the petitioners have the remedy to file an appeal.",Writ Petition,Both the petitions stand disposed of.
Chandrakant_Manilal_Dave_vs_State_Of_Gujarat_on_28_October_2021.PDF,"Case overview
- The case is titled Chandrakant Manilal Dave vs State of Gujarat, with the judgement delivered on 28 October 2021 by Justice Nirzar S. Desai in the High Court of Gujarat at Ahmedabad.

Key facts
- The appellant, Chandrakant Manilal Dave, had previously accepted a fine of Rs. 5000 imposed by the Adjudicating Officer and Additional District Collector on 04 August 2016.
- The respondent, State of Gujarat, challenged this order by filing Appeal No. 263 of 2017 before the Food Safety Appellate Tribunal, which subsequently increased the fine to Rs. 75,000 on 03 August 2021, citing Section 49 of the Food Safety and Standards Act, 2006.

Legal issues and arguments
- The appellant's counsel, Mr. Jaimin Dave, argued that the increase in the fine lacked justification and that the order was a non-speaking order, failing to provide reasons for the enhancement.
- The respondent's counsel, AGP Ms. Asmita Patel, contended that the increase was justified due to established misbranding of the food product under Section 49 of the Act.

Court's reasoning
- The court noted that the appellant had already paid the original fine of Rs. 5000 and highlighted the absence of justification in the impugned order for increasing the fine to Rs. 75,000.
- The court found that the interests of justice would be served by staying the impugned order until the final disposal of the appeal.

Decision or judgment
- The court allowed the Civil Application, staying the order dated 03 August 2021 of the Food Safety Appellate Tribunal, and clarified that the observations made were tentative and prima facie in nature. The Civil Application was disposed of as allowed.",High Court of Gujarat,['Chandrakant Manilal Dave'],['State of Gujarat'],['Nirzar S. Desai'],28-10-2021,[],"['Gujarat', 'Banaskantha', 'Palanpur', 'Gandhinagar']","['Section 49 of Food Safety and Standards Act, 2006', 'Section 70 of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006']",[],"Chandrakant Manilal Dave was fined Rs.5000 by the Adjudicating Officer for misbranding a food product. The fine was later increased to Rs.75,000 by the Food Safety Appellate Tribunal without sufficient justification, leading to this appeal.",First Appeal,in favour of appellant
Charan_Singh_vs_State_Of_U_P_And_3_Others_on_1_September_2020.PDF,"Case overview
- Case Title: Charan Singh vs State Of U.P. And 3 Others
- Date of Judgment: 1 September 2020
- Court: High Court of Judicature at Allahabad
- Bench: Hon'ble Piyush Agrawal
- Case Number: WRIT - C No. - 13146 of 2020

Key facts
- The petitioner, Charan Singh, filed a writ petition seeking to quash two orders: 
  1. Order dated 18.2.2020 from the Food Safety Appellate Tribunal (District Judge Moradabad) in Civil Appeal No. FSSA No. 23 of 2020 under Section 70 of the Food Safety Standards Act, 2006.
  2. Order dated 27.1.2020 from the Additional District Magistrate (Administration) Badaun in Case No. 00919 of 2018 under Section 51 of the Food Safety Standards Act, 2006.
- The appeal was filed under Section 17 of the Food Safety Standards Act along with a stay application.

Legal issues and arguments
- The petitioner argued that the impugned order dated 18.2.2020 directed him to deposit 20% of the imposed fine without providing any reasons for this directive.

Court's reasoning
- The court noted that no useful purpose would be served by keeping the matter pending.
- The court modified the order dated 18.2.2020, reducing the required deposit from 20% to 10% of the fine imposed.
- The court clarified that it had not adjudicated the merits of the petitioner's claim.

Decision or judgment
- The writ petition was disposed of with the modification that the petitioner must deposit 10% of the fine within three weeks.
- The petitioner is required to file a computer-generated copy of the order downloaded from the official website of the High Court of Allahabad, which must be self-attested.
- The concerned authority must verify the authenticity of the computerized copy from the official website and provide a written declaration of such verification.",High Court of Judicature at Allahabad,['Charan Singh'],['State Of U.P. And 3 Others'],['Piyush Agrawal'],01-09-2020,[],[],"['Section 70 of Food Safety and Standards Act, 2006', 'Section 51 of Food Safety and Standards Act, 2006', 'Section 17 of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006']",[],"The writ petition was filed to quash the order dated 18.2.2020 by the Food Safety Appellate Tribunal, which directed the petitioner to deposit 20% of the fine imposed. The petitioner argued that the order was issued without assigning any reason. The court modified the order to require the petitioner to deposit 10% of the fine instead.",Writ Petition,in favour of appellant
Chatrapati_Shivaji_Charitable_Trust_vs_State_Of_Gujarat_Thro_Chief_Secretary_on_11_November_2014.PDF,"Case overview
- The case is a Public Interest Litigation (PIL) filed by Chatrapati Shivaji Charitable Trust against the State of Gujarat regarding the implementation of the Food Safety and Standards Act, 2006.

Key facts
- The petitioners sought a writ of mandamus to compel the State to appoint necessary functionaries under the Food Safety and Standards Act, including the Food Safety Commissioner, Designated Officers, and the Food Safety Appellate Tribunal.
- The petitioners claimed that these appointments had not been made, which hindered the effective implementation of the Act.

Legal issues and arguments
- The petitioners argued that the State Government had failed to appoint the required officials under the Food Safety and Standards Act, which is essential for food safety regulation.
- The State Government responded by stating that Designated Officers had been appointed in every district and that the Resident Additional Collector had been designated as the Adjudicating Officer.
- The State also indicated that three names had been recommended for the position of Presiding Officer of the Food Safety Appellate Tribunal.
- The petitioners contended that the Food Safety Commissioner was not appointed independently, as the current Commissioner of Food & Drugs was given additional charge of the Food Safety Commissioner role.

Court's reasoning
- The court noted that the grievances regarding the appointment of Designated Officers and the Adjudicating Officer had been addressed by the State Government.
- The court found that the appointment of the Commissioner of Food & Drugs as the Food Safety Commissioner was valid, as the officer held the necessary qualifications and rank.
- The court acknowledged that it is permissible for one officer to hold multiple positions when administrative exigencies require it.

Decision or judgment
- The court concluded that since the grievances of the petitioners had been resolved, the PIL was disposed of.
- The notice was discharged, and no costs were awarded.",High Court of Gujarat,['Chatrapati Shivaji Charitable Trust'],['State of Gujarat Thro Chief Secretary'],"['Vijay Manohar Sahai', 'R.P.Dholaria']",11-11-2014,[],"['Gujarat', 'Ahmedabad']","['Section 1 of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006']",[],"The petitioners filed a Public Interest Litigation seeking the appointment of functionaries under the Food Safety and Standards Act, 2006, which the State Government claimed had been addressed. The petitioners argued against the appointment of a Commissioner of Food Safety who also held another position, but the court found this arrangement acceptable.",Public Interest Litigation,in favour of respondent
